0.0,0.0,0.0
-1.0,0.0, 4.0
0.5,-5.0, 0.0
11.7,-4.0,1.57
19.9,-4.4,0.0
15.8, -4.0, 1.57
8.6,-4.0, 1.57
5.8,1.0, 3.14
3.7, -2.0, 3.14
